--------------------------------------------------
Population # 50 | Best: 1085.723 Avg: 1086.54, Worst: 1087.25 
--------------------------------------------------
Individual #0 [3, 7, 2, 2, 2, 2, 1, 2, 2, 2, 0, 2, 0, 1, 0, 1, 2, 1, 2, 2, 1, 1, 1, 0, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 0, 0, 0, 0, 2, 1, 2, 2, 2, 0, 0, 1, 0, 0, 2, 2, 0, 0, 1, 1, 2, 1, 0, 1, 0, 1, 2, 0, 0, 1, 1, 1, 2, 0, 1, 1, 1, 1, 2, 1, 1, 2, 0, 0, 1, 0, 1, 2, 1, 1, 0, 2, 2, 0, 2, 0, 2, 1, 2, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 2, 1, 1, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 1, 2, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 2, 2, 2, 1, 1, 1, 0, 0, 2, 1, 2, 1, 0, 2, 0, 2, 2, 0, 2, 1, 1, 1, 1, 2, 0, 0, 0, 1, 0, 1, 0, 2, 1, 1, 1, 0, 2, 0, 0, 2, 1, 0, 2, 2, 2, 2, 0, 0, 2] |Fitness: 1085.72
Individual #1 [3, 7, 2, 2, 2, 2, 1, 2, 2, 2, 0, 2, 0, 1, 0, 1, 2, 1, 2, 2, 1, 1, 1, 0, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 0, 0, 0, 0, 2, 1, 2, 2, 2, 0, 0, 1, 0, 0, 2, 2, 0, 0, 1, 1, 2, 1, 0, 1, 0, 1, 2, 0, 0, 1, 1, 1, 2, 0, 1, 1, 1, 1, 2, 1, 1, 2, 0, 0, 1, 0, 1, 2, 1, 1, 0, 2, 2, 0, 2, 0, 2, 1, 2, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 2, 1, 1, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 2, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 2, 2, 2, 1, 1, 1, 0, 0, 2, 1, 2, 1, 0, 2, 0, 2, 2, 0, 2, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 2, 1, 1, 1, 0, 2, 0, 0, 2, 1, 0, 2, 2, 2, 2, 0, 0, 2] |Fitness: 1085.84
Individual #2 [3, 7, 2, 2, 2, 2, 1, 2, 2, 2, 0, 2, 0, 1, 0, 1, 2, 1, 2, 2, 1, 1, 1, 0, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 0, 0, 0, 0, 2, 1, 2, 2, 2, 0, 0, 1, 0, 0, 2, 2, 0, 0, 1, 1, 2, 1, 0, 1, 0, 1, 2, 0, 0, 1, 1, 1, 2, 0, 1, 1, 1, 1, 2, 1, 1, 2, 0, 0, 1, 0, 1, 2, 1, 1, 0, 2, 2, 0, 2, 0, 2, 1, 2, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 2, 1, 1, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 2, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 2, 2, 2, 1, 1, 1, 0, 0, 2, 1, 2, 1, 0, 2, 0, 2, 2, 0, 2, 1, 1, 1, 1, 2, 0, 0, 0, 1, 0, 1, 0, 2, 1, 1, 1, 0, 2, 0, 0, 2, 1, 0, 2, 2, 2, 2, 0, 0, 2] |Fitness: 1085.86
Individual #3 [3, 7, 2, 2, 2, 2, 1, 2, 2, 2, 0, 2, 0, 1, 0, 1, 2, 1, 2, 2, 1, 1, 1, 0, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 0, 0, 0, 0, 2, 1, 2, 2, 2, 0, 0, 1, 0, 0, 2, 2, 0, 0, 1, 1, 2, 1, 0, 1, 0, 1, 2, 0, 0, 1, 1, 1, 2, 0, 1, 1, 1, 1, 2, 1, 1, 2, 0, 0, 1, 0, 1, 2, 1, 1, 0, 2, 2, 0, 2, 0, 2, 1, 2, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 2, 1, 1, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 2, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 2, 2, 2, 1, 1, 1, 0, 0, 2, 1, 2, 1, 0, 2, 0, 2, 2, 0, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 2, 1, 1, 1, 0, 2, 0, 0, 2, 1, 0, 2, 2, 2, 2, 0, 0, 2] |Fitness: 1086.36
Individual #4 [3, 7, 2, 2, 2, 2, 1, 2, 2, 2, 0, 2, 0, 1, 0, 1, 2, 1, 2, 2, 1, 1, 1, 0, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 0, 0, 0, 0, 2, 1, 2, 2, 2, 0, 0, 1, 0, 0, 2, 2, 0, 0, 1, 1, 2, 1, 0, 1, 0, 1, 2, 0, 0, 1, 1, 1, 2, 0, 1, 1, 1, 1, 2, 1, 1, 2, 0, 0, 1, 0, 1, 2, 1, 1, 0, 2, 2, 0, 2, 0, 2, 1, 2, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 2, 1, 1, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 1, 2, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 2, 2, 2, 1, 1, 1, 0, 0, 2, 1, 2, 1, 0, 2, 0, 2, 2, 0, 2, 1, 1, 1, 1, 2, 0, 0, 0, 1, 0, 1, 0, 2, 1, 1, 1, 0, 2, 0, 0, 2, 1, 0, 2, 2, 2, 2, 0, 0, 2] |Fitness: 1086.71
Individual #5 [3, 7, 2, 2, 2, 2, 1, 2, 2, 2, 0, 2, 0, 1, 0, 1, 2, 1, 2, 2, 1, 1, 1, 0, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 0, 0, 0, 0, 2, 1, 2, 2, 2, 0, 0, 1, 0, 0, 2, 2, 0, 0, 1, 1, 2, 1, 0, 1, 0, 1, 2, 0, 0, 1, 1, 1, 2, 0, 1, 1, 1, 1, 2, 1, 1, 2, 0, 0, 1, 0, 1, 2, 1, 1, 0, 2, 2, 0, 2, 0, 2, 1, 2, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 2, 1, 1, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 2, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 2, 2, 2, 1, 1, 1, 0, 0, 2, 1, 2, 1, 0, 2, 0, 2, 2, 0, 2, 1, 1, 1, 1, 2, 0, 0, 0, 1, 0, 1, 0, 2, 1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 2] |Fitness: 1086.74
Individual #6 [3, 7, 2, 2, 2, 2, 1, 2, 2, 2, 0, 2, 0, 1, 0, 1, 2, 1, 2, 2, 1, 1, 1, 0, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 0, 0, 0, 0, 2, 1, 2, 2, 2, 0, 0, 1, 0, 0, 2, 2, 0, 0, 1, 1, 2, 1, 0, 1, 0, 1, 2, 0, 0, 1, 1, 1, 2, 0, 1, 1, 1, 1, 2, 1, 1, 2, 0, 0, 1, 0, 1, 2, 1, 1, 0, 2, 2, 0, 2, 0, 2, 1, 2, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 2, 1, 1, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 2, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 2, 2, 2, 1, 1, 1, 0, 0, 2, 1, 2, 1, 0, 2, 0, 2, 2, 0, 2, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 2, 1, 1, 1, 0, 2, 0, 0, 2, 1, 0, 2, 2, 2, 2, 0, 0, 2] |Fitness: 1086.82
Individual #7 [3, 7, 2, 2, 2, 2, 1, 2, 2, 2, 0, 2, 0, 1, 0, 1, 2, 1, 2, 2, 1, 1, 1, 0, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 0, 0, 0, 0, 2, 1, 2, 2, 2, 0, 0, 1, 0, 0, 2, 2, 0, 0, 1, 1, 2, 1, 0, 1, 0, 1, 2, 0, 0, 1, 1, 1, 2, 0, 1, 1, 1, 1, 2, 1, 1, 2, 0, 0, 1, 0, 1, 2, 1, 1, 0, 2, 2, 0, 2, 0, 2, 1, 2, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 2, 1, 1, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 2, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 2, 2, 2, 1, 1, 1, 0, 0, 2, 1, 2, 1, 0, 2, 0, 2, 2, 0, 2, 1, 1, 1, 1, 2, 0, 0, 0, 1, 0, 1, 0, 2, 1, 1, 1, 0, 2, 0, 0, 2, 1, 0, 2, 2, 2, 2, 0, 0, 2] |Fitness: 1086.84
Individual #8 [3, 7, 2, 2, 2, 2, 1, 2, 2, 2, 0, 2, 0, 1, 0, 1, 2, 1, 2, 2, 1, 1, 1, 0, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 0, 0, 0, 0, 2, 1, 2, 2, 2, 0, 0, 1, 0, 0, 2, 2, 0, 0, 1, 1, 2, 1, 0, 1, 0, 1, 2, 0, 0, 1, 1, 1, 2, 0, 1, 1, 1, 1, 2, 1, 1, 2, 0, 0, 1, 0, 1, 2, 1, 1, 0, 2, 2, 0, 2, 0, 2, 1, 2, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 2, 1, 1, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 1, 2, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 2, 2, 2, 1, 1, 1, 0, 0, 2, 1, 2, 1, 0, 2, 0, 2, 2, 0, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 2, 1, 1, 1, 0, 2, 0, 0, 2, 1, 0, 2, 2, 2, 2, 0, 0, 2] |Fitness: 1087.22
Individual #9 [3, 7, 2, 2, 2, 2, 1, 2, 2, 2, 0, 2, 0, 1, 0, 1, 2, 1, 2, 2, 1, 1, 1, 0, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 0, 0, 0, 0, 2, 1, 2, 2, 2, 0, 0, 1, 0, 0, 2, 2, 0, 0, 1, 1, 2, 1, 0, 1, 0, 1, 2, 0, 0, 1, 1, 1, 2, 0, 1, 1, 1, 1, 2, 1, 1, 2, 0, 0, 1, 0, 1, 2, 1, 1, 0, 2, 2, 0, 2, 0, 2, 1, 2, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 2, 1, 1, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 2, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 2, 2, 2, 1, 1, 1, 0, 0, 2, 1, 2, 1, 0, 2, 0, 2, 2, 0, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 2, 1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 2] |Fitness: 1087.25
